timestamp,coin,funding_rate,premium,datetime
1767002400008,OM,-1.41927e-05,-0.0006135414,2025-12-29 10:00:00.008
1767002400008,OP,1.25e-05,-0.0001723409,2025-12-29 10:00:00.008
1767002400008,PAXG,-1.59718e-05,-0.0006277741,2025-12-29 10:00:00.008
1767002400008,PENGU,9.4448e-06,-0.0004244417,2025-12-29 10:00:00.008
1767002400008,PNUT,1.25e-05,-0.0002136611,2025-12-29 10:00:00.008
1767002400008,POL,9.5403e-06,-0.0004236776,2025-12-29 10:00:00.008
1767002400008,PROMPT,1.25e-05,-4.9672e-05,2025-12-29 10:00:00.008
1767002400008,PROVE,1.25e-05,-0.0003513113,2025-12-29 10:00:00.008
1767002400008,PUMP,1.25e-05,0.0002608278,2025-12-29 10:00:00.008
1767002400008,PURR,1.25e-05,0.0002015849,2025-12-29 10:00:00.008
1767002400008,RENDER,1.25e-05,-5.62498e-05,2025-12-29 10:00:00.008
1767002400008,RESOLV,-0.0002058626,-0.0021469005,2025-12-29 10:00:00.008
1767002400008,RNDR,0.0,0.0,2025-12-29 10:00:00.008
1767002400008,S,-2.31807e-05,-0.0006854458,2025-12-29 10:00:00.008
1767002400008,SAND,1.25e-05,-0.000242055,2025-12-29 10:00:00.008
1767002400008,SCR,-6.71126e-05,-0.0010369012,2025-12-29 10:00:00.008
1767002400008,SEI,-4.63652e-05,-0.0008709219,2025-12-29 10:00:00.008
1767002400008,SKY,-4.40656e-05,-0.0008525247,2025-12-29 10:00:00.008
1767002400008,SNX,1.25e-05,-0.0003159716,2025-12-29 10:00:00.008
1767002400008,SOL,1.25e-05,-0.0002720109,2025-12-29 10:00:00.008
1767002400008,SOPH,-6.18752e-05,-0.0009950017,2025-12-29 10:00:00.008
1767002400008,SPX,1.25e-05,-8.38843e-05,2025-12-29 10:00:00.008
1767002400008,STX,-1.19265e-05,-0.0005954118,2025-12-29 10:00:00.008
1767002400008,SUI,1.25e-05,-0.0003353374,2025-12-29 10:00:00.008
1767002400008,SYRUP,1.25e-05,-8.52863e-05,2025-12-29 10:00:00.008
1767002400008,TRUMP,1.19485e-05,-0.0004044118,2025-12-29 10:00:00.008
1767002400008,TST,1.25e-05,-0.0001477596,2025-12-29 10:00:00.008
1767002400008,UNIBOT,0.0,0.0,2025-12-29 10:00:00.008
1767002400008,USUAL,-3.18529e-05,-0.0007548234,2025-12-29 10:00:00.008
1767002400008,VINE,1.25e-05,-1.3096e-06,2025-12-29 10:00:00.008
1767002400008,VIRTUAL,1.25e-05,-0.0001595443,2025-12-29 10:00:00.008
1767002400008,VVV,1.25e-05,-0.0001093328,2025-12-29 10:00:00.008
1767002400008,WCT,1.25e-05,-0.000107273,2025-12-29 10:00:00.008
1767002400008,WLFI,8.6731e-06,-0.0004306155,2025-12-29 10:00:00.008
1767002400008,XLM,1.25e-05,-0.0003011136,2025-12-29 10:00:00.008
1767002400008,XPL,1.25e-05,8.37457e-05,2025-12-29 10:00:00.008
1767002400008,XRP,1.25e-05,-0.0003832958,2025-12-29 10:00:00.008
1767002400008,ZEREBRO,9.46971e-05,0.0012575771,2025-12-29 10:00:00.008
1767002400008,ZORA,1.25e-05,-0.0003664741,2025-12-29 10:00:00.008
1767002400008,kDOGS,0.0,0.0,2025-12-29 10:00:00.008
1767002400008,kNEIRO,1.25e-05,-0.0001102231,2025-12-29 10:00:00.008
1767002400008,kPEPE,1.25e-05,-0.0002307493,2025-12-29 10:00:00.008
1767006000098,0G,-0.0010420077,-0.0088360615,2025-12-29 11:00:00.098
1767006000098,AERO,1.25e-05,-2.11806e-05,2025-12-29 11:00:00.098
1767006000098,AI16Z,0.0,0.0,2025-12-29 11:00:00.098
1767006000098,AIXBT,1.25e-05,-7.16249e-05,2025-12-29 11:00:00.098
1767006000098,ALGO,1.25e-05,-0.0001561393,2025-12-29 11:00:00.098
1767006000098,ANIME,-0.0004024354,-0.0037194834,2025-12-29 11:00:00.098
1767006000098,APE,1.25e-05,-4.89554e-05,2025-12-29 11:00:00.098
1767006000098,APEX,1.25e-05,-0.0003348062,2025-12-29 11:00:00.098
1767006000098,APT,-3.24182e-05,-0.0007593456,2025-12-29 11:00:00.098
1767006000098,ARB,1.14504e-05,-0.0004083966,2025-12-29 11:00:00.098
1767006000098,ASTER,1.25e-05,-2.27908e-05,2025-12-29 11:00:00.098
1767006000098,ATOM,-2.15947e-05,-0.0006727578,2025-12-29 11:00:00.098
1767006000098,AVAX,1.25e-05,-0.0002348137,2025-12-29 11:00:00.098
