t,time,close
1768708800000,2026-01-18 04:00:00,173.95
1768723200000,2026-01-18 08:00:00,172.97
1768737600000,2026-01-18 12:00:00,173.58
1768752000000,2026-01-18 16:00:00,173.92
1768766400000,2026-01-18 20:00:00,172.5
1768780800000,2026-01-19 00:00:00,171.49
1768795200000,2026-01-19 04:00:00,171.17
1768809600000,2026-01-19 08:00:00,169.92
1768824000000,2026-01-19 12:00:00,170.04
1768838400000,2026-01-19 16:00:00,170.99
1768852800000,2026-01-19 20:00:00,169.88
1768867200000,2026-01-20 00:00:00,167.66
1768881600000,2026-01-20 04:00:00,165.22
1768896000000,2026-01-20 08:00:00,164.81
1768910400000,2026-01-20 12:00:00,161.78
1768924800000,2026-01-20 16:00:00,162.15
1768939200000,2026-01-20 20:00:00,158.41
1768953600000,2026-01-21 00:00:00,161.42
1768968000000,2026-01-21 04:00:00,160.03
1768982400000,2026-01-21 08:00:00,159.48
1768996800000,2026-01-21 12:00:00,163.08
1769011200000,2026-01-21 16:00:00,164.76
1769025600000,2026-01-21 20:00:00,163.32
1769040000000,2026-01-22 00:00:00,164.19
1769054400000,2026-01-22 04:00:00,163.41
1769068800000,2026-01-22 08:00:00,163.71
1769083200000,2026-01-22 12:00:00,161.69
1769097600000,2026-01-22 16:00:00,162.65
1769112000000,2026-01-22 20:00:00,160.99
1769126400000,2026-01-23 00:00:00,161.62
1769140800000,2026-01-23 04:00:00,161.69
1769155200000,2026-01-23 08:00:00,160.96
1769169600000,2026-01-23 12:00:00,163.06
1769184000000,2026-01-23 16:00:00,164.51
1769198400000,2026-01-23 20:00:00,162.93
1769212800000,2026-01-24 00:00:00,163.13
1769227200000,2026-01-24 04:00:00,163.07
1769241600000,2026-01-24 08:00:00,163.14
1769256000000,2026-01-24 12:00:00,163.21
1769270400000,2026-01-24 16:00:00,163.13
1769284800000,2026-01-24 20:00:00,163.21
1769299200000,2026-01-25 00:00:00,162.85
1769313600000,2026-01-25 04:00:00,162.81
1769328000000,2026-01-25 08:00:00,162.84
1769342400000,2026-01-25 12:00:00,162.57
1769356800000,2026-01-25 16:00:00,161.24
1769371200000,2026-01-25 20:00:00,159.96
1769385600000,2026-01-26 00:00:00,159.43
1769400000000,2026-01-26 04:00:00,159.86
1769414400000,2026-01-26 08:00:00,159.3
1769428800000,2026-01-26 12:00:00,159.93
1769443200000,2026-01-26 16:00:00,160.78
1769457600000,2026-01-26 20:00:00,161.06
1769472000000,2026-01-27 00:00:00,162.39
1769486400000,2026-01-27 04:00:00,162.22
1769500800000,2026-01-27 08:00:00,161.24
1769515200000,2026-01-27 12:00:00,158.52
1769529600000,2026-01-27 16:00:00,159.0
1769544000000,2026-01-27 20:00:00,161.66
1769558400000,2026-01-28 00:00:00,161.0
1769572800000,2026-01-28 04:00:00,162.17
1769587200000,2026-01-28 08:00:00,163.0
1769601600000,2026-01-28 12:00:00,161.33
1769616000000,2026-01-28 16:00:00,158.17
1769630400000,2026-01-28 20:00:00,158.83
1769644800000,2026-01-29 00:00:00,157.48
1769659200000,2026-01-29 04:00:00,158.09
1769673600000,2026-01-29 08:00:00,157.51
1769688000000,2026-01-29 12:00:00,143.97
1769702400000,2026-01-29 16:00:00,140.86
1769716800000,2026-01-29 20:00:00,143.74
1769731200000,2026-01-30 00:00:00,140.83
1769745600000,2026-01-30 04:00:00,139.8
1769760000000,2026-01-30 08:00:00,141.68
1769774400000,2026-01-30 12:00:00,142.52
1769788800000,2026-01-30 16:00:00,148.26
1769803200000,2026-01-30 20:00:00,149.75
1769817600000,2026-01-31 00:00:00,149.81
1769832000000,2026-01-31 04:00:00,149.21
1769846400000,2026-01-31 08:00:00,148.58
1769860800000,2026-01-31 12:00:00,144.43
1769875200000,2026-01-31 16:00:00,139.58
1769889600000,2026-01-31 20:00:00,137.16
1769904000000,2026-02-01 00:00:00,138.72
1769918400000,2026-02-01 04:00:00,138.43
1769932800000,2026-02-01 08:00:00,139.01
1769947200000,2026-02-01 12:00:00,138.59
1769961600000,2026-02-01 16:00:00,137.1
1769976000000,2026-02-01 20:00:00,136.34
1769990400000,2026-02-02 00:00:00,137.83
1770004800000,2026-02-02 04:00:00,138.45
1770019200000,2026-02-02 08:00:00,138.29
1770033600000,2026-02-02 12:00:00,145.76
1770048000000,2026-02-02 16:00:00,141.57
1770062400000,2026-02-02 20:00:00,141.01
1770076800000,2026-02-03 00:00:00,141.93
1770091200000,2026-02-03 04:00:00,142.1
1770105600000,2026-02-03 08:00:00,140.62
1770120000000,2026-02-03 12:00:00,138.42
1770134400000,2026-02-03 16:00:00,129.62
1770148800000,2026-02-03 20:00:00,132.1
1770163200000,2026-02-04 00:00:00,133.5
1770177600000,2026-02-04 04:00:00,133.3
1770192000000,2026-02-04 08:00:00,132.6
1770206400000,2026-02-04 12:00:00,126.81
1770220800000,2026-02-04 16:00:00,128.79
1770235200000,2026-02-04 20:00:00,127.77
